,scale,km_kilometers,m,metres,scale_grp,legend,figure,mapp,alignment_sheet,sheet,figure_grp,north,n,words_in_page,No_of_images,Area_of_images,dataID,pageNo,paths_l
879,0,0,0,0,0,0,1,0,0,0,1,0,0,1856,1,38070,4160453,77,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
880,0,0,0,0,0,0,1,0,0,0,1,7,0,1314,1,38070,4160453,78,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
881,0,0,0,0,0,0,0,0,0,0,0,1,0,1319,1,38070,4160453,79,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
882,0,0,0,0,0,0,0,0,0,0,0,4,0,1876,1,38070,4160453,80,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
883,0,0,0,0,1,0,0,0,0,0,0,1,0,1480,1,38070,4160453,81,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
884,0,0,0,0,0,0,0,0,0,0,0,2,0,1887,1,38070,4160453,82,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
885,0,0,0,0,0,0,0,0,0,0,0,1,0,1350,1,38070,4160453,83,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
886,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,1,38070,4160453,84,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
887,0,0,0,0,0,0,1,0,0,0,1,0,0,1319,1,38070,4160453,85,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
888,0,0,0,0,0,0,0,0,0,0,0,0,0,963,1,38070,4160453,86,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
889,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,4160453,87,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
890,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,38070,4160453,88,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
891,0,0,0,0,0,0,0,0,0,0,0,0,0,1646,1,38070,4160453,89,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
892,0,0,0,1,1,0,0,0,0,0,0,0,0,1433,1,38070,4160453,90,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
893,0,0,0,0,0,0,0,0,0,0,0,1,0,1473,1,38070,4160453,91,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
894,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,1,38070,4160453,92,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
895,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,1,38070,4160453,93,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
896,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,4160453,94,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
897,0,0,0,0,0,0,0,0,0,0,0,1,0,2438,1,38070,4160453,95,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
898,0,0,0,0,0,0,0,0,0,0,0,0,0,2560,1,38070,4160453,96,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
899,0,0,0,0,0,0,0,0,0,0,0,2,0,2601,1,38070,4160453,97,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
900,0,0,0,0,0,0,0,0,0,0,0,1,0,2553,1,38070,4160453,98,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
901,0,0,0,0,0,0,0,0,0,0,0,0,0,964,1,38070,4160453,99,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
902,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,4160453,100,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
903,2,1,0,1,1,0,0,0,0,0,0,0,0,3706,3,2495670,4160453,101,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
904,1,0,0,0,1,0,0,0,0,0,0,1,0,3726,3,1856694,4160453,102,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
905,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,4159796,1,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
906,0,0,0,0,0,0,0,0,0,0,0,0,0,523,3,674022,4159796,2,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
907,0,0,0,1,1,0,0,0,0,0,0,0,0,1735,1,38070,4159796,3,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
908,0,0,0,0,0,0,1,0,0,0,1,0,0,876,1,38070,4159796,4,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
909,0,1,0,5,1,0,0,0,0,0,0,0,0,1171,1,38070,4159796,5,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
910,0,0,0,0,0,0,0,0,0,0,0,0,0,707,1,38070,4159796,6,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
911,0,1,0,3,1,0,1,0,0,0,1,0,0,749,1,38070,4159796,7,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
912,1,1,0,1,1,0,1,0,0,0,1,0,0,3207,10,3333943,4159796,8,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
913,0,0,0,0,0,0,0,0,0,0,0,0,0,876,1,38070,4159796,9,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
914,0,0,0,1,1,0,3,0,0,0,1,4,0,1266,2,555678,4159796,10,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
915,0,0,0,0,0,0,0,0,0,0,0,0,0,2203,1,38070,4159796,11,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
916,0,0,0,1,1,0,0,0,0,0,0,0,0,1030,1,38070,4159796,12,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
917,1,0,0,4,1,0,0,0,0,0,0,0,0,1140,1,38070,4159796,13,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
918,0,0,0,2,1,0,0,0,0,0,0,0,0,1339,1,38070,4159796,14,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
919,0,0,0,0,0,0,0,0,0,0,0,0,0,615,1,38070,4159796,15,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
920,0,0,0,0,0,0,0,0,0,0,0,0,0,1481,1,38070,4159796,16,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
921,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,1,38070,4159796,17,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
922,0,1,0,1,1,0,0,0,0,0,0,0,0,1442,1,38070,4159796,18,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
923,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,1,38070,4159796,19,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
924,0,0,0,1,1,0,0,0,0,0,0,0,0,1599,1,38070,4159796,20,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
925,0,0,0,0,0,0,0,0,0,0,0,0,0,1572,1,38070,4159796,21,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
926,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,1,38070,4159796,22,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
927,0,0,0,0,0,0,0,0,0,0,0,0,0,283,1,38070,4159796,23,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
928,0,0,0,0,1,0,0,0,0,0,0,0,0,887,1,38070,4159796,24,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
929,0,0,0,0,0,0,0,0,0,0,0,1,0,1247,1,38070,4159796,25,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
930,0,0,0,0,0,0,0,0,0,0,1,0,0,1335,1,38070,4159796,26,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
931,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,0,4159796,27,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
932,0,0,0,0,0,0,0,0,0,0,1,0,0,5098,2,5173461,4159796,28,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
933,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,4159796,29,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
934,0,0,0,0,0,0,0,0,0,0,0,0,0,663,1,38070,4159796,30,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
935,0,0,0,1,1,0,0,0,0,0,0,0,0,39,0,0,4159796,31,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
936,0,0,0,4,1,0,0,0,0,0,0,1,0,1163,1,38070,4159796,32,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
937,0,0,0,5,1,0,0,0,0,0,0,0,0,447,1,38070,4159796,33,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
938,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,4159796,34,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
939,0,0,0,0,0,0,0,0,0,0,0,0,0,2372,4,2103750,4159796,35,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
940,0,0,0,0,0,0,0,0,0,0,0,0,0,5058,4,2103750,4159796,36,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
941,0,0,0,0,0,0,0,0,0,0,0,0,0,3269,4,2103750,4159796,37,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
942,0,0,0,0,0,0,0,0,0,0,0,0,0,4547,4,2103750,4159796,38,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
943,0,0,0,0,0,0,0,0,0,0,0,0,0,3831,4,2103750,4159796,39,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
944,0,0,0,0,0,0,0,0,0,0,0,0,0,4708,4,2103750,4159796,40,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
945,0,0,0,0,0,0,0,0,0,0,0,0,0,4693,4,2103750,4159796,41,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
946,0,0,0,0,0,0,0,0,0,0,0,0,0,4826,4,2103750,4159796,42,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
947,0,0,0,0,1,0,0,0,0,0,0,0,0,2735,4,2103750,4159796,43,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
948,0,0,0,0,0,0,0,0,0,0,0,0,0,4625,4,2103750,4159796,44,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
949,0,0,0,0,0,0,0,0,0,0,0,0,0,4071,4,2103750,4159796,45,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
950,0,0,0,0,0,0,0,0,0,0,0,0,0,3465,4,2103750,4159796,46,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
951,0,0,0,0,0,0,0,0,0,0,0,0,0,3699,4,2103750,4159796,47,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
952,0,0,0,0,0,0,0,0,0,0,0,0,0,4146,4,2103750,4159796,48,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
953,0,0,0,0,1,0,0,0,0,0,0,0,0,2159,4,2103750,4159796,49,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
954,0,0,0,0,0,0,0,0,0,0,0,0,0,2525,4,2103750,4159796,50,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
955,0,0,0,0,0,0,0,0,0,0,0,0,0,1782,4,2103750,4159796,51,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
956,0,0,0,0,0,0,0,0,0,0,0,0,0,7440,4,2103750,4159796,52,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
957,0,0,0,0,0,0,0,0,0,0,0,0,0,1766,4,4054500,4159796,53,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
958,0,0,0,0,1,0,0,0,0,0,0,0,0,8413,4,2103750,4159796,54,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
959,0,0,0,0,1,0,0,0,0,0,0,0,0,7189,4,2103750,4159796,55,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
960,0,0,0,0,0,0,0,0,0,0,0,0,0,8648,4,2103750,4159796,56,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
961,0,0,0,0,0,0,0,0,0,0,0,0,0,2841,4,2103750,4159796,57,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
962,0,0,0,0,1,0,0,0,0,0,0,0,0,2922,4,2103750,4159796,58,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
963,0,0,0,0,0,0,0,0,0,0,0,0,0,7391,4,2103750,4159796,59,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
964,0,0,0,0,0,0,0,0,0,0,0,0,0,2896,4,2103750,4159796,60,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
965,0,0,0,0,1,0,0,0,0,0,0,0,0,7521,4,2103750,4159796,61,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
966,0,0,0,0,0,0,0,0,0,0,0,0,0,3276,4,2103750,4159796,62,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
967,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,4,4054500,4159796,63,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
968,0,0,0,0,0,0,0,0,0,0,0,0,0,2940,4,2103750,4159796,64,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
969,0,0,0,0,0,0,0,0,0,0,0,0,0,2724,4,2103750,4159796,65,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
970,0,0,0,0,1,0,0,0,0,0,0,0,0,4725,4,2103750,4159796,66,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
971,0,0,0,0,0,0,0,0,0,0,0,0,0,3878,4,2103750,4159796,67,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
972,0,0,0,0,0,0,0,0,0,0,0,0,0,2287,4,2103750,4159796,68,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
973,0,0,0,0,0,0,0,0,0,0,0,0,0,4556,4,2103750,4159796,69,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
974,0,0,0,0,0,0,0,0,0,0,0,0,0,3569,4,2103750,4159796,70,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
975,0,0,0,0,0,0,0,0,0,0,0,0,0,3675,4,2103750,4159796,71,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
976,0,0,0,0,0,0,0,0,0,0,0,0,0,3040,4,2103750,4159796,72,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
977,0,0,0,0,0,0,0,0,0,0,0,0,0,3290,4,2103750,4159796,73,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
978,0,0,0,0,0,0,0,0,0,0,0,0,0,2907,4,2103750,4159796,74,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
979,0,0,0,0,0,0,0,0,0,0,0,0,0,2988,4,2103750,4159796,75,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4159796.pdf
